     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -19.35791     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.32191     0.25303     0.00606     0.00300     0.00254     0.00000     0.00000     0.00000     0.00000     0.00000     0.26463
   -19.28691     0.22645     0.00614     0.00249     0.00224     0.00000     0.00000     0.00000     0.00000     0.00000     0.23733
   -19.25191     2.50999     0.10313     0.01867     0.01830     0.00000     0.00000     0.00000     0.00000     0.00000     2.65009
   -19.21691     9.45634     0.31660     0.10117     0.09895     0.00000     0.00000     0.00000     0.00000     0.00000     9.97305
   -19.18191     5.74133     0.17291     0.07553     0.07368     0.00000     0.00000     0.00000     0.00000     0.00000     6.06345
   -19.14691     5.84623     0.18283     0.07707     0.07530     0.00000     0.00000     0.00000     0.00000     0.00000     6.18144
   -19.11191     5.95109     0.19276     0.07862     0.07692     0.00000     0.00000     0.00000     0.00000     0.00000     6.29938
   -19.07691     5.24229     0.20093     0.06753     0.06648     0.00000     0.00000     0.00000     0.00000     0.00000     5.57723
   -19.04191     5.24397     0.20749     0.06751     0.06652     0.00000     0.00000     0.00000     0.00000     0.00000     5.58550
   -19.00591     5.24568     0.21406     0.06750     0.06656     0.00000     0.00000     0.00000     0.00000     0.00000     5.59380
   -18.97091     7.96460     0.36020     0.09971     0.09721     0.00000     0.00000     0.00000     0.00000     0.00000     8.52171
   -18.93591     7.95878     0.34997     0.10804     0.10493     0.00000     0.00000     0.00000     0.00000     0.00000     8.52172
   -18.90091     1.83275     0.07117     0.02759     0.02774     0.00000     0.00000     0.00000     0.00000     0.00000     1.95926
   -18.86591     1.73916     0.08151     0.02679     0.02673     0.00000     0.00000     0.00000     0.00000     0.00000     1.87419
   -18.83091     1.73311     0.08342     0.02687     0.02674     0.00000     0.00000     0.00000     0.00000     0.00000     1.87014
   -18.79591     1.72708     0.08533     0.02695     0.02675     0.00000     0.00000     0.00000     0.00000     0.00000     1.86612
   -18.76091     1.72104     0.08725     0.02703     0.02675     0.00000     0.00000     0.00000     0.00000     0.00000     1.86208
   -18.72591     9.12926     0.58638     0.11219     0.10854     0.00000     0.00000     0.00000     0.00000     0.00000     9.93637
   -18.68991     7.37964     0.45393     0.10637     0.09988     0.00000     0.00000     0.00000     0.00000     0.00000     8.03981
   -18.65491     8.96842     0.36651     0.20991     0.20536     0.00000     0.00000     0.00000     0.00000     0.00000     9.75020
   -18.61991     8.91927     0.27782     0.25001     0.24247     0.00000     0.00000     0.00000     0.00000     0.00000     9.68957
   -18.58491    12.90450     0.23561     0.44229     0.42613     0.00000     0.00000     0.00000     0.00000     0.00000    14.00852
   -18.54991    13.06800     0.13965     0.50206     0.48354     0.00000     0.00000     0.00000     0.00000     0.00000    14.19325
   -18.51491    12.63320     0.14423     0.49520     0.47568     0.00000     0.00000     0.00000     0.00000     0.00000    13.74831
   -18.47991    10.23948     0.15798     0.39120     0.37401     0.00000     0.00000     0.00000     0.00000     0.00000    11.16267
   -18.44491    25.36220     1.48010     0.56502     0.55874     0.00000     0.00000     0.00000     0.00000     0.00000    27.96606
   -18.40891     6.62066     0.44962     0.13009     0.12664     0.00000     0.00000     0.00000     0.00000     0.00000     7.32700
   -18.37391     5.99166     0.35490     0.14175     0.13705     0.00000     0.00000     0.00000     0.00000     0.00000     6.62535
   -18.33891     2.55682     0.17181     0.05277     0.05069     0.00000     0.00000     0.00000     0.00000     0.00000     2.83209
   -18.30391     6.82158     0.33935     0.22056     0.16457     0.00000     0.00000     0.00000     0.00000     0.00000     7.54605
   -18.26891     1.39821     0.08856     0.03346     0.02955     0.00000     0.00000     0.00000     0.00000     0.00000     1.54977
   -18.23391     0.35036     0.01949     0.01053     0.00811     0.00000     0.00000     0.00000     0.00000     0.00000     0.38848
   -18.19891     6.07122     0.22758     0.24147     0.22868     0.00000     0.00000     0.00000     0.00000     0.00000     6.76895
   -18.16391     9.08227     0.34387     0.35880     0.34296     0.00000     0.00000     0.00000     0.00000     0.00000    10.12790
   -18.12891     5.29481     0.37385     0.14164     0.13503     0.00000     0.00000     0.00000     0.00000     0.00000     5.94533
   -18.09291     5.46695     0.38084     0.15647     0.14410     0.00000     0.00000     0.00000     0.00000     0.00000     6.14836
   -18.05791    11.26526     0.66725     0.41338     0.36324     0.00000     0.00000     0.00000     0.00000     0.00000    12.70913
   -18.02291     4.92556     0.32446     0.16162     0.15248     0.00000     0.00000     0.00000     0.00000     0.00000     5.56412
   -17.98791     5.58824     0.34150     0.19710     0.18685     0.00000     0.00000     0.00000     0.00000     0.00000     6.31369
   -17.95291     5.88994     0.33350     0.22421     0.21517     0.00000     0.00000     0.00000     0.00000     0.00000     6.66281
   -17.91791     4.18772     0.26321     0.15229     0.14591     0.00000     0.00000     0.00000     0.00000     0.00000     4.74913
   -17.88291     4.17486     0.34480     0.13073     0.12563     0.00000     0.00000     0.00000     0.00000     0.00000     4.77602
   -17.84791     4.85364     0.41667     0.14711     0.14184     0.00000     0.00000     0.00000     0.00000     0.00000     5.55927
   -17.81291     5.53245     0.48855     0.16350     0.15805     0.00000     0.00000     0.00000     0.00000     0.00000     6.34256
   -17.77691     3.02725     0.17312     0.12903     0.12514     0.00000     0.00000     0.00000     0.00000     0.00000     3.45453
   -17.74191    10.07853     1.02028     0.26687     0.25103     0.00000     0.00000     0.00000     0.00000     0.00000    11.61672
   -17.70691     2.63041     0.17647     0.10700     0.09993     0.00000     0.00000     0.00000     0.00000     0.00000     3.01381
   -17.67191     2.22254     0.15306     0.09260     0.08743     0.00000     0.00000     0.00000     0.00000     0.00000     2.55564
   -17.63691     1.70712     0.16230     0.06290     0.06020     0.00000     0.00000     0.00000     0.00000     0.00000     1.99252
   -17.60191     2.09468     0.19947     0.07736     0.07402     0.00000     0.00000     0.00000     0.00000     0.00000     2.44552
   -17.56691     2.48218     0.23662     0.09181     0.08784     0.00000     0.00000     0.00000     0.00000     0.00000     2.89846
   -17.53191     2.86967     0.27378     0.10627     0.10166     0.00000     0.00000     0.00000     0.00000     0.00000     3.35138
   -17.49591     4.34978     0.45891     0.14564     0.13966     0.00000     0.00000     0.00000     0.00000     0.00000     5.09399
   -17.46091     4.17891     0.48865     0.12542     0.12067     0.00000     0.00000     0.00000     0.00000     0.00000     4.91365
   -17.42591     7.02070     0.90473     0.18218     0.17525     0.00000     0.00000     0.00000     0.00000     0.00000     8.28286
   -17.39091     7.07828     0.93601     0.17764     0.17089     0.00000     0.00000     0.00000     0.00000     0.00000     8.36282
   -17.35591     3.97833     0.46011     0.13071     0.12515     0.00000     0.00000     0.00000     0.00000     0.00000     4.69429
   -17.32091     3.97822     0.45145     0.13652     0.13072     0.00000     0.00000     0.00000     0.00000     0.00000     4.69691
   -17.28591     3.97813     0.44278     0.14232     0.13630     0.00000     0.00000     0.00000     0.00000     0.00000     4.69953
   -17.25091     3.97802     0.43412     0.14813     0.14186     0.00000     0.00000     0.00000     0.00000     0.00000     4.70214
   -17.21591     1.39551     0.15775     0.05049     0.04789     0.00000     0.00000     0.00000     0.00000     0.00000     1.65164
   -17.17991     3.19418     0.20146     0.19393     0.18478     0.00000     0.00000     0.00000     0.00000     0.00000     3.77435
   -17.14491     3.20033     0.14763     0.21951     0.20956     0.00000     0.00000     0.00000     0.00000     0.00000     3.77704
   -17.10991    23.02687     0.12426     2.01046     1.92526     0.00000     0.00000     0.00000     0.00000     0.00000    27.08685
   -17.07491    12.75080     1.05682     0.71454     0.68177     0.00000     0.00000     0.00000     0.00000     0.00000    15.20394
   -17.03991    12.64515     1.22758     0.65816     0.62948     0.00000     0.00000     0.00000     0.00000     0.00000    15.16037
   -17.00491    15.58180     1.37114     0.88197     0.84127     0.00000     0.00000     0.00000     0.00000     0.00000    18.67617
   -16.96991    12.00105     1.15603     0.64619     0.61595     0.00000     0.00000     0.00000     0.00000     0.00000    14.41922
   -16.93491     6.57083     0.73465     0.31869     0.30486     0.00000     0.00000     0.00000     0.00000     0.00000     7.92903
   -16.89991     6.56227     0.77680     0.30329     0.29066     0.00000     0.00000     0.00000     0.00000     0.00000     7.93301
   -16.86391     2.27650     0.35410     0.07594     0.07256     0.00000     0.00000     0.00000     0.00000     0.00000     2.77910
   -16.82891     6.65584     0.47945     0.46262     0.44259     0.00000     0.00000     0.00000     0.00000     0.00000     8.04050
   -16.79391     6.64895     0.49492     0.45946     0.43953     0.00000     0.00000     0.00000     0.00000     0.00000     8.04286
   -16.75891     6.64224     0.51039     0.45635     0.43647     0.00000     0.00000     0.00000     0.00000     0.00000     8.04544
   -16.72391     6.63547     0.52584     0.45320     0.43342     0.00000     0.00000     0.00000     0.00000     0.00000     8.04793
   -16.68891     5.78149     0.53658     0.37523     0.35856     0.00000     0.00000     0.00000     0.00000     0.00000     7.05186
   -16.65391     5.77549     0.55244     0.37133     0.35485     0.00000     0.00000     0.00000     0.00000     0.00000     7.05411
   -16.61891     7.15920     0.89688     0.38705     0.36982     0.00000     0.00000     0.00000     0.00000     0.00000     8.81295
   -16.58291     7.15292     0.90181     0.38905     0.37157     0.00000     0.00000     0.00000     0.00000     0.00000     8.81535
   -16.54791     7.97602     1.03707     0.42800     0.40892     0.00000     0.00000     0.00000     0.00000     0.00000     9.85001
   -16.51291     8.52299     1.17299     0.44167     0.42176     0.00000     0.00000     0.00000     0.00000     0.00000    10.55941
   -16.47791     5.64426     0.55849     0.39626     0.37760     0.00000     0.00000     0.00000     0.00000     0.00000     6.97661
   -16.44291     5.64101     0.55640     0.40017     0.38120     0.00000     0.00000     0.00000     0.00000     0.00000     6.97877
   -16.40791     5.63782     0.55431     0.40409     0.38478     0.00000     0.00000     0.00000     0.00000     0.00000     6.98100
   -16.37291     5.63458     0.55222     0.40799     0.38838     0.00000     0.00000     0.00000     0.00000     0.00000     6.98317
   -16.33791     5.63135     0.55013     0.41192     0.39196     0.00000     0.00000     0.00000     0.00000     0.00000     6.98537
   -16.30291     1.64698     0.27326     0.07249     0.06937     0.00000     0.00000     0.00000     0.00000     0.00000     2.06210
   -16.26691     3.07801     0.37621     0.20090     0.19325     0.00000     0.00000     0.00000     0.00000     0.00000     3.84836
   -16.23191     3.07557     0.38042     0.20073     0.19289     0.00000     0.00000     0.00000     0.00000     0.00000     3.84961
   -16.19691     6.74694     1.18463     0.30462     0.29275     0.00000     0.00000     0.00000     0.00000     0.00000     8.52894
   -16.16191    10.29283     1.78989     0.49251     0.47184     0.00000     0.00000     0.00000     0.00000     0.00000    13.04707
   -16.12691    12.37710     1.97749     0.67779     0.64789     0.00000     0.00000     0.00000     0.00000     0.00000    15.68027
   -16.09191    12.38180     1.85734     0.73954     0.70637     0.00000     0.00000     0.00000     0.00000     0.00000    15.68505
   -16.05691     8.02788     1.32614     0.43339     0.41383     0.00000     0.00000     0.00000     0.00000     0.00000    10.20123
   -16.02191     3.11174     0.77485     0.06203     0.05927     0.00000     0.00000     0.00000     0.00000     0.00000     4.00788
   -15.98691     2.82238     0.63186     0.09381     0.08932     0.00000     0.00000     0.00000     0.00000     0.00000     3.63737
   -15.95091     2.82455     0.61083     0.10447     0.09943     0.00000     0.00000     0.00000     0.00000     0.00000     3.63927
   -15.91591     2.82668     0.58981     0.11512     0.10954     0.00000     0.00000     0.00000     0.00000     0.00000     3.64115
   -15.88091     2.82888     0.56876     0.12578     0.11965     0.00000     0.00000     0.00000     0.00000     0.00000     3.64307
   -15.84591     2.83111     0.54774     0.13643     0.12976     0.00000     0.00000     0.00000     0.00000     0.00000     3.64504
   -15.81091     2.83329     0.52670     0.14709     0.13988     0.00000     0.00000     0.00000     0.00000     0.00000     3.64696
   -15.77591    86.90980    15.53303     4.90904     4.70122     0.00000     0.00000     0.00000     0.00000     0.00000   112.05309
   -15.74091     3.29031     0.52338     0.22513     0.21385     0.00000     0.00000     0.00000     0.00000     0.00000     4.25268
   -15.70591     6.12681     1.29795     0.28772     0.27341     0.00000     0.00000     0.00000     0.00000     0.00000     7.98589
   -15.66991     6.12289     1.30643     0.28690     0.27261     0.00000     0.00000     0.00000     0.00000     0.00000     7.98883
   -15.63491     6.11910     1.31487     0.28608     0.27181     0.00000     0.00000     0.00000     0.00000     0.00000     7.99186
   -15.59991     6.11525     1.32330     0.28526     0.27100     0.00000     0.00000     0.00000     0.00000     0.00000     7.99482
   -15.56491     6.11143     1.33169     0.28445     0.27020     0.00000     0.00000     0.00000     0.00000     0.00000     7.99777
   -15.52991     6.10761     1.34015     0.28363     0.26939     0.00000     0.00000     0.00000     0.00000     0.00000     8.00078
   -15.49491     4.71936     1.08843     0.20100     0.19038     0.00000     0.00000     0.00000     0.00000     0.00000     6.19917
   -15.45991     3.70816     0.95929     0.11762     0.11082     0.00000     0.00000     0.00000     0.00000     0.00000     4.89588
   -15.42491     3.70928     0.94802     0.12411     0.11680     0.00000     0.00000     0.00000     0.00000     0.00000     4.89820
   -15.38991     3.71040     0.93673     0.13060     0.12278     0.00000     0.00000     0.00000     0.00000     0.00000     4.90051
   -15.35391     2.91217     0.73556     0.10685     0.10013     0.00000     0.00000     0.00000     0.00000     0.00000     3.85471
   -15.31891     8.32766     1.56567     0.53307     0.50358     0.00000     0.00000     0.00000     0.00000     0.00000    10.92998
   -15.28391     8.35249     1.30101     0.65624     0.62287     0.00000     0.00000     0.00000     0.00000     0.00000    10.93260
   -15.24891    11.73081     1.67480     0.98648     0.94072     0.00000     0.00000     0.00000     0.00000     0.00000    15.33280
   -15.21391    21.68520     1.78547     2.44535     2.33169     0.00000     0.00000     0.00000     0.00000     0.00000    28.24771
   -15.17891    17.86130     1.55809     2.00495     1.90881     0.00000     0.00000     0.00000     0.00000     0.00000    23.33315
   -15.14391     9.56584     0.67481     1.14245     1.09503     0.00000     0.00000     0.00000     0.00000     0.00000    12.47812
   -15.10891     6.61760     0.32346     0.85744     0.81946     0.00000     0.00000     0.00000     0.00000     0.00000     8.61796
   -15.07391     3.75529     0.27213     0.43698     0.41882     0.00000     0.00000     0.00000     0.00000     0.00000     4.88322
   -15.03791     3.75811     0.29783     0.42406     0.40705     0.00000     0.00000     0.00000     0.00000     0.00000     4.88704
   -15.00291     1.79076     0.26831     0.14737     0.14081     0.00000     0.00000     0.00000     0.00000     0.00000     2.34726
   -14.96791     6.92852     0.97351     0.65908     0.62683     0.00000     0.00000     0.00000     0.00000     0.00000     9.18794
   -14.93291     6.95757     0.88194     0.69702     0.65904     0.00000     0.00000     0.00000     0.00000     0.00000     9.19557
   -14.89791    17.61510     1.86050     1.82168     1.71398     0.00000     0.00000     0.00000     0.00000     0.00000    23.01126
   -14.86291    10.31973     1.41049     1.03308     0.94728     0.00000     0.00000     0.00000     0.00000     0.00000    13.71058
   -14.82791     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.79291    18.45480     3.23781     1.37134     1.35475     0.00000     0.00000     0.00000     0.00000     0.00000    24.41869
   -14.75691     9.18675     1.33922     0.89054     0.87001     0.00000     0.00000     0.00000     0.00000     0.00000    12.28652
   -14.72191     7.10011     1.19461     0.65547     0.63411     0.00000     0.00000     0.00000     0.00000     0.00000     9.58430
   -14.68691     4.13934     0.30671     0.53460     0.51030     0.00000     0.00000     0.00000     0.00000     0.00000     5.49096
   -14.65191     4.13225     0.22673     0.55643     0.52705     0.00000     0.00000     0.00000     0.00000     0.00000     5.44246
   -14.61691     4.14799     0.23009     0.54951     0.52088     0.00000     0.00000     0.00000     0.00000     0.00000     5.44847
   -14.58191     4.16382     0.23345     0.54263     0.51465     0.00000     0.00000     0.00000     0.00000     0.00000     5.45455
   -14.54691     2.25195     0.13072     0.29785     0.28409     0.00000     0.00000     0.00000     0.00000     0.00000     2.96461
   -14.51191    14.92260     2.64325     0.91370     0.86824     0.00000     0.00000     0.00000     0.00000     0.00000    19.34780
   -14.47691     5.15568     1.60654     0.10807     0.10409     0.00000     0.00000     0.00000     0.00000     0.00000     6.97438
   -14.44091     8.43258     1.27886     0.94961     0.91990     0.00000     0.00000     0.00000     0.00000     0.00000    11.58095
   -14.40591     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.37091     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.33591     1.37947     0.11277     0.16270     0.15472     0.00000     0.00000     0.00000     0.00000     0.00000     1.80967
   -14.30091     1.37910     0.11490     0.16225     0.15425     0.00000     0.00000     0.00000     0.00000     0.00000     1.81051
   -14.26591     1.37877     0.11703     0.16178     0.15379     0.00000     0.00000     0.00000     0.00000     0.00000     1.81137
   -14.23091     4.40652     0.45468     0.55320     0.52707     0.00000     0.00000     0.00000     0.00000     0.00000     5.94147
   -14.19591     4.41000     0.47626     0.54255     0.51712     0.00000     0.00000     0.00000     0.00000     0.00000     5.94593
   -14.15991     9.61088     1.89248     0.85051     0.80953     0.00000     0.00000     0.00000     0.00000     0.00000    13.16339
   -14.12491     9.76915     1.48195     0.99759     0.94926     0.00000     0.00000     0.00000     0.00000     0.00000    13.19795
   -14.08991     3.04348     0.41328     0.35128     0.33583     0.00000     0.00000     0.00000     0.00000     0.00000     4.14387
   -14.05491    20.96360     3.03073     1.93705     1.85676     0.00000     0.00000     0.00000     0.00000     0.00000    27.78814
   -14.01991     1.24628     0.25131     0.09799     0.09526     0.00000     0.00000     0.00000     0.00000     0.00000     1.69084
   -13.98491     7.29030     1.71298     0.37829     0.35797     0.00000     0.00000     0.00000     0.00000     0.00000     9.73954
   -13.94991     7.36430     1.53221     0.44253     0.41969     0.00000     0.00000     0.00000     0.00000     0.00000     9.75873
   -13.91491     2.93306     0.66191     0.17188     0.16507     0.00000     0.00000     0.00000     0.00000     0.00000     3.93192
   -13.87991     2.94358     0.64710     0.17621     0.16933     0.00000     0.00000     0.00000     0.00000     0.00000     3.93623
   -13.84391     4.29867     0.89779     0.30058     0.28761     0.00000     0.00000     0.00000     0.00000     0.00000     5.78465
   -13.80891     1.33484     0.29115     0.11143     0.10583     0.00000     0.00000     0.00000     0.00000     0.00000     1.84324
   -13.77391     1.32507     0.31680     0.10282     0.09765     0.00000     0.00000     0.00000     0.00000     0.00000     1.84234
   -13.73891     1.31536     0.34245     0.09421     0.08946     0.00000     0.00000     0.00000     0.00000     0.00000     1.84149
   -13.70391     1.30561     0.36811     0.08560     0.08128     0.00000     0.00000     0.00000     0.00000     0.00000     1.84061
   -13.66891     1.29588     0.39376     0.07699     0.07310     0.00000     0.00000     0.00000     0.00000     0.00000     1.83974
   -13.63391     0.55951     0.21559     0.02302     0.02185     0.00000     0.00000     0.00000     0.00000     0.00000     0.81997
   -13.59891     1.65327     0.38495     0.14507     0.13769     0.00000     0.00000     0.00000     0.00000     0.00000     2.32099
   -13.56391     1.65178     0.38651     0.14546     0.13804     0.00000     0.00000     0.00000     0.00000     0.00000     2.32179
   -13.52791     1.65029     0.38806     0.14585     0.13839     0.00000     0.00000     0.00000     0.00000     0.00000     2.32260
   -13.49291     1.64879     0.38962     0.14625     0.13874     0.00000     0.00000     0.00000     0.00000     0.00000     2.32340
   -13.45791     1.64729     0.39118     0.14664     0.13909     0.00000     0.00000     0.00000     0.00000     0.00000     2.32420
   -13.42291     1.64574     0.39274     0.14703     0.13944     0.00000     0.00000     0.00000     0.00000     0.00000     2.32494
   -13.38791     1.64425     0.39429     0.14742     0.13979     0.00000     0.00000     0.00000     0.00000     0.00000     2.32575
   -13.35291     1.64276     0.39585     0.14782     0.14014     0.00000     0.00000     0.00000     0.00000     0.00000     2.32656
